D:\Documents and Settings\All Users\Documents\Thermo\PolySoft\Projects\JanLDHTEST Dec2015.pmp\JanDec_0006.pld


 ;t [min];Revolution Speed [1/min];Torque [Nm];TM [°C];E [kJ];
1-1103;18.38;49.97;7.700;212.7;44.52;
1-1104;18.40;49.97;7.800;212.6;44.56;
1-1105;18.41;49.97;7.600;212.6;44.60;
1-1106;18.43;49.97;7.800;212.6;44.64;
1-1107;18.45;49.97;7.600;212.6;44.68;
1-1108;18.46;49.97;7.900;212.6;44.72;
1-1109;18.48;49.97;7.700;212.6;44.76;
1-1110;18.50;49.97;7.800;212.5;44.80;
1-1111;18.51;49.97;7.600;212.5;44.84;
1-1112;18.53;49.97;7.700;212.5;44.88;
1-1113;18.55;49.97;7.800;212.5;44.92;
1-1114;18.56;49.97;7.700;212.6;44.96;
1-1115;18.58;49.97;7.900;212.6;45.00;
1-1116;18.60;49.97;7.800;212.6;45.04;
1-1117;18.61;49.97;7.900;212.6;45.08;
1-1118;18.63;49.97;7.900;212.6;45.13;
1-1119;18.65;49.97;7.900;212.6;45.17;
1-1120;18.66;49.97;8.000;212.6;45.21;
1-1121;18.68;49.97;7.900;212.6;45.25;
1-1122;18.70;49.97;8.000;212.6;45.29;
1-1123;18.71;49.97;8.000;212.6;45.33;
1-1124;18.73;49.97;8.300;212.6;45.38;
1-1125;18.75;49.97;7.600;212.6;45.42;
1-1126;18.76;49.97;8.000;212.6;45.46;
1-1127;18.78;49.97;7.900;212.6;45.50;
1-1128;18.80;49.97;8.100;212.6;45.54;
1-1129;18.81;49.97;8.000;212.6;45.58;
1-1130;18.83;49.97;8.100;212.7;45.63;
1-1131;18.85;49.97;8.100;212.7;45.67;
1-1132;18.86;49.97;8.000;212.7;45.71;
1-1133;18.88;49.97;8.100;212.7;45.75;
1-1134;18.90;49.97;7.900;212.7;45.80;
1-1135;18.91;49.97;7.900;212.7;45.84;
1-1136;18.93;49.97;7.900;212.7;45.88;
1-1137;18.95;49.97;7.900;212.7;45.92;
1-1138;18.96;49.97;8.000;212.8;45.96;
1-1139;18.98;49.97;7.900;212.8;46.00;
1-1140;19.00;49.97;8.100;212.8;46.04;
1-1141;19.01;49.97;7.800;212.8;46.09;
1-1142;19.03;49.97;8.100;212.8;46.13;
1-1143;19.05;49.97;7.900;212.8;46.17;
1-1144;19.06;49.97;8.100;212.8;46.21;
1-1145;19.08;49.97;8.000;212.8;46.25;
1-1146;19.10;49.97;8.000;212.8;46.30;
1-1147;19.11;49.97;8.400;212.9;46.34;
1-1148;19.13;49.97;8.200;212.9;46.38;
1-1149;19.15;49.97;8.200;212.9;46.42;
1-1150;19.16;49.97;8.200;212.9;46.47;
1-1151;19.18;49.97;8.400;212.9;46.51;

